cd_cvm,name,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,cosine_similarity_expanding
9512,PETROBRAS,2020,2021,0.8921,12298,11583,regex_only,regex_only,0.8947
9512,PETROBRAS,2021,2022,0.9119,11583,12686,regex_only,regex_only,0.9111
9512,PETROBRAS,2022,2023,0.9434,12686,12535,regex_only,regex_only,0.9446
9512,PETROBRAS,2023,2024,0.8673,12535,14601,regex_only,regex_only,0.8666
9989,Refinaria de Petroleos de Manguinhos S/A,2010,2011,0.4936,5092,5219,regex_only,regex_only,0.5276
9989,Refinaria de Petroleos de Manguinhos S/A,2011,2012,0.5599,5219,7096,regex_only,regex_only,0.5832
9989,Refinaria de Petroleos de Manguinhos S/A,2012,2013,0.479,7096,26397,regex_only,font_heading,0.4999
9989,Refinaria de Petroleos de Manguinhos S/A,2013,2014,1.0,26397,26397,font_heading,font_heading,1.0
9989,Refinaria de Petroleos de Manguinhos S/A,2014,2015,0.1374,26397,1404,font_heading,font_heading,0.1342
9989,Refinaria de Petroleos de Manguinhos S/A,2015,2016,0.6164,1404,5261,font_heading,font_heading,0.6143
9989,Refinaria de Petroleos de Manguinhos S/A,2016,2017,0.5588,5261,1042,font_heading,font_heading,0.5551
9989,Refinaria de Petroleos de Manguinhos S/A,2017,2019,0.0049,1042,439,font_heading,font_heading,0.0051
10456,Alpargatas S.A.,2011,2012,0.8403,4936,4099,font_heading,font_heading,0.8578
10456,Alpargatas S.A.,2012,2013,0.8614,4099,4880,font_heading,font_heading,0.8732
10456,Alpargatas S.A.,2013,2014,0.9371,4880,4455,font_heading,font_heading,0.9417
10456,Alpargatas S.A.,2014,2015,0.8165,4455,3926,font_heading,font_heading,0.8144
10456,Alpargatas S.A.,2015,2016,0.7679,3926,5798,font_heading,font_heading,0.7627
10456,Alpargatas S.A.,2016,2017,0.9173,5798,6834,font_heading,font_heading,0.9172
10456,Alpargatas S.A.,2017,2019,0.8257,6834,5840,font_heading,font_heading,0.8203
10456,Alpargatas S.A.,2019,2020,0.1012,5840,879,font_heading,regex_only,0.1115
10456,Alpargatas S.A.,2020,2021,0.201,879,1640,regex_only,regex_only,0.3534
10456,Alpargatas S.A.,2021,2022,0.2262,1640,847,regex_only,regex_only,0.3604
10456,Alpargatas S.A.,2022,2023,0.1132,847,404,regex_only,font_heading,0.1506
10456,Alpargatas S.A.,2023,2024,0.0952,404,6831,font_heading,font_heading,0.0954
11312,Oi S.A. - Em Recuperação Judicial,2010,2011,1.0,454,454,font_heading,font_heading,1.0
11312,Oi S.A. - Em Recuperação Judicial,2011,2012,1.0,454,454,font_heading,font_heading,1.0
11312,Oi S.A. - Em Recuperação Judicial,2012,2013,1.0,454,454,font_heading,font_heading,1.0
11312,Oi S.A. - Em Recuperação Judicial,2013,2014,1.0,454,454,font_heading,font_heading,1.0
11312,Oi S.A. - Em Recuperação Judicial,2014,2015,1.0,454,454,font_heading,font_heading,1.0
11312,Oi S.A. - Em Recuperação Judicial,2015,2016,0.8461,454,581,font_heading,font_heading,0.8487
11312,Oi S.A. - Em Recuperação Judicial,2016,2017,0.1852,581,6191,font_heading,font_heading,0.1877
11312,Oi S.A. - Em Recuperação Judicial,2017,2018,0.4432,6191,4472,font_heading,font_heading,0.4405
11312,Oi S.A. - Em Recuperação Judicial,2018,2019,0.1133,4472,987,font_heading,font_heading,0.112
11312,Oi S.A. - Em Recuperação Judicial,2019,2020,0.6797,987,1600,font_heading,font_heading,0.6763
11312,Oi S.A. - Em Recuperação Judicial,2020,2021,1.0,1600,1600,font_heading,font_heading,1.0
11312,Oi S.A. - Em Recuperação Judicial,2021,2022,0.6797,1600,984,font_heading,font_heading,0.6776
11312,Oi S.A. - Em Recuperação Judicial,2022,2023,0.9292,984,978,font_heading,font_heading,0.9301
11312,Oi S.A. - Em Recuperação Judicial,2023,2024,0.9608,978,1028,font_heading,font_heading,0.961
11320,Telemar Norte Leste SA,2010,2011,0.878,30815,28307,font_heading,font_heading,0.883
11932,Iochpe Maxion SA,2010,2011,0.9583,4727,4653,font_heading,font_heading,0.9642
11932,Iochpe Maxion SA,2011,2012,0.8068,4653,7436,font_heading,font_heading,0.8095
11932,Iochpe Maxion SA,2012,2013,0.603,7436,11661,font_heading,font_heading,0.6506
11932,Iochpe Maxion SA,2013,2014,0.7969,11661,15414,font_heading,font_heading,0.8226
11932,Iochpe Maxion SA,2014,2015,0.7109,15414,18403,font_heading,font_heading,0.7142
11932,Iochpe Maxion SA,2015,2016,0.8844,18403,18754,font_heading,font_heading,0.8864
11932,Iochpe Maxion SA,2016,2017,0.899,18754,17561,font_heading,font_heading,0.9029
11932,Iochpe Maxion SA,2017,2018,0.9013,17561,15157,font_heading,font_heading,0.9057
11932,Iochpe Maxion SA,2018,2019,0.8544,15157,13504,font_heading,font_heading,0.859
11932,Iochpe Maxion SA,2019,2020,0.7779,13504,17186,font_heading,font_heading,0.7821
11932,Iochpe Maxion SA,2020,2021,0.8047,17186,17024,font_heading,font_heading,0.8032
11932,Iochpe Maxion SA,2021,2022,0.8548,17024,21975,font_heading,font_heading,0.8542
11932,Iochpe Maxion SA,2022,2023,0.934,21975,20577,font_heading,font_heading,0.9337
11932,Iochpe Maxion SA,2023,2024,0.9079,20577,15177,font_heading,font_heading,0.9087
11932,Iochpe Maxion SA,2024,2025,0.9074,15177,11767,font_heading,font_heading,0.9074
12653,KLABIN S/A,2010,2011,0.9603,5441,4814,font_heading,font_heading,0.9648
12653,KLABIN S/A,2011,2012,0.9403,4814,3886,font_heading,font_heading,0.9422
12653,KLABIN S/A,2012,2013,0.5609,3886,4658,font_heading,font_heading,0.6423
12653,KLABIN S/A,2013,2014,0.7246,4658,11756,font_heading,font_heading,0.7432
12653,KLABIN S/A,2014,2015,0.8969,11756,11782,font_heading,font_heading,0.9146
12653,KLABIN S/A,2015,2016,0.8967,11782,13303,font_heading,font_heading,0.9035
12653,KLABIN S/A,2016,2017,0.0532,13303,1166,font_heading,regex_only,0.0646
12653,KLABIN S/A,2017,2018,0.4821,1166,7677,regex_only,regex_only,0.4927
12653,KLABIN S/A,2018,2019,0.8089,7677,8121,regex_only,regex_only,0.8237
12653,KLABIN S/A,2019,2020,0.7806,8121,11643,regex_only,regex_only,0.7884
12653,KLABIN S/A,2020,2021,0.1921,11643,19829,regex_only,font_heading,0.1929
12653,KLABIN S/A,2021,2022,0.8125,19829,22209,font_heading,font_heading,0.8129
12653,KLABIN S/A,2022,2023,0.4624,22209,2909,font_heading,font_heading,0.4776
12653,KLABIN S/A,2023,2024,0.8248,2909,2496,font_heading,font_heading,0.8268
12793,Fibria Celulose S.A. (pre-Suzano-merger entity),2010,2011,0.2662,84055,21759,font_heading,font_heading,0.2695
12793,Fibria Celulose S.A. (pre-Suzano-merger entity),2011,2012,0.9143,21759,24108,font_heading,font_heading,0.913
12793,Fibria Celulose S.A. (pre-Suzano-merger entity),2012,2013,0.9638,24108,28299,font_heading,font_heading,0.9626
12793,Fibria Celulose S.A. (pre-Suzano-merger entity),2013,2014,0.9128,28299,27396,font_heading,font_heading,0.9114
12793,Fibria Celulose S.A. (pre-Suzano-merger entity),2014,2015,0.6694,27396,11338,font_heading,font_heading,0.6485
12793,Fibria Celulose S.A. (pre-Suzano-merger entity),2015,2016,0.1108,11338,4301,font_heading,regex_only,0.109
12793,Fibria Celulose S.A. (pre-Suzano-merger entity),2016,2017,0.9716,4301,4378,regex_only,regex_only,0.9712
12793,Fibria Celulose S.A. (pre-Suzano-merger entity),2017,2018,0.0799,4378,13440,regex_only,font_heading,0.0795
13471,Plascar Participacoes Industriais SA,2010,2011,0.2886,1276,5634,font_heading,font_heading,0.2934
13471,Plascar Participacoes Industriais SA,2011,2012,0.6121,5634,3616,font_heading,font_heading,0.6317
13471,Plascar Participacoes Industriais SA,2012,2013,0.9033,3616,3297,font_heading,font_heading,0.9058
13471,Plascar Participacoes Industriais SA,2013,2014,0.5121,3297,1635,font_heading,font_heading,0.5011
13471,Plascar Participacoes Industriais SA,2014,2015,0.5272,1635,1557,font_heading,font_heading,0.5271
13471,Plascar Participacoes Industriais SA,2015,2016,0.7192,1557,1615,font_heading,font_heading,0.7101
13471,Plascar Participacoes Industriais SA,2016,2017,0.7822,1615,2005,font_heading,font_heading,0.7711
13471,Plascar Participacoes Industriais SA,2017,2018,0.398,2005,3262,font_heading,font_heading,0.3913
13471,Plascar Participacoes Industriais SA,2018,2019,0.6269,3262,1931,font_heading,font_heading,0.6513
13471,Plascar Participacoes Industriais SA,2019,2020,0.9539,1931,1705,font_heading,font_heading,0.9528
13471,Plascar Participacoes Industriais SA,2020,2021,0.6917,1705,1667,font_heading,font_heading,0.6931
13471,Plascar Participacoes Industriais SA,2021,2022,0.8312,1667,1156,font_heading,font_heading,0.8326
13471,Plascar Participacoes Industriais SA,2022,2023,0.8192,1156,1321,font_heading,font_heading,0.8169
13471,Plascar Participacoes Industriais SA,2023,2024,0.8058,1321,1246,font_heading,font_heading,0.8055
13471,Plascar Participacoes Industriais SA,2024,2025,0.8328,1246,1074,font_heading,font_heading,0.8328
13986,SUZANO S.A.,2010,2011,0.813,10836,16425,font_heading,font_heading,0.8301
13986,SUZANO S.A.,2011,2012,0.7812,16425,19344,font_heading,font_heading,0.7882
13986,SUZANO S.A.,2012,2013,0.5569,19344,15678,font_heading,font_heading,0.5558
13986,SUZANO S.A.,2013,2014,0.5646,15678,8621,font_heading,font_heading,0.5572
13986,SUZANO S.A.,2014,2015,0.8771,8621,9391,font_heading,font_heading,0.8768
13986,SUZANO S.A.,2015,2016,0.068,9391,6662,font_heading,regex_only,0.0651
13986,SUZANO S.A.,2016,2017,0.0645,6662,7269,regex_only,font_heading,0.0628
13986,SUZANO S.A.,2017,2018,0.673,7269,10630,font_heading,font_heading,0.6725
13986,SUZANO S.A.,2018,2019,0.4214,10630,15935,font_heading,font_heading,0.417
13986,SUZANO S.A.,2019,2020,0.0473,15935,8844,font_heading,regex_only,0.047
13986,SUZANO S.A.,2020,2021,0.7807,8844,12216,regex_only,regex_only,0.7847
13986,SUZANO S.A.,2021,2022,0.8844,12216,11836,regex_only,regex_only,0.8842
13986,SUZANO S.A.,2022,2023,0.9334,11836,11229,regex_only,regex_only,0.9328
13986,SUZANO S.A.,2023,2024,0.1459,11229,4120,regex_only,font_heading,0.141
14109,Randoncorp SA,2010,2012,0.744,5900,4764,font_heading,font_heading,0.801
14109,Randoncorp SA,2012,2013,0.3536,4764,55347,font_heading,font_heading,0.3458
14109,Randoncorp SA,2013,2014,0.3528,55347,6329,font_heading,font_heading,0.35
14109,Randoncorp SA,2014,2015,0.8618,6329,7800,font_heading,font_heading,0.8656
14109,Randoncorp SA,2015,2017,0.1587,7800,10865,font_heading,regex_only,0.1699
14109,Randoncorp SA,2017,2019,0.0756,10865,6348,regex_only,font_heading,0.08
14109,Randoncorp SA,2019,2020,0.0879,6348,14364,font_heading,regex_only,0.0886
14109,Randoncorp SA,2020,2021,0.0199,14364,258,regex_only,regex_only,0.0199
14109,Randoncorp SA,2021,2022,0.0471,258,5125,regex_only,font_heading,0.0477
14109,Randoncorp SA,2022,2023,0.4316,5125,6776,font_heading,font_heading,0.4384
14109,Randoncorp SA,2023,2024,0.8988,6776,8759,font_heading,font_heading,0.9006
14109,Randoncorp SA,2024,2025,0.8949,8759,8264,font_heading,font_heading,0.8949
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2010,2011,0.8622,17017,14498,font_heading,font_heading,0.8713
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2011,2012,0.1366,14498,5111,font_heading,font_heading,0.1273
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2012,2013,0.2316,5111,351,font_heading,font_heading,0.2315
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2013,2014,0.4788,351,2031,font_heading,font_heading,0.4822
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2014,2015,0.8272,2031,1706,font_heading,font_heading,0.8241
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2015,2016,0.2227,1706,1530,font_heading,font_heading,0.2078
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2016,2017,0.0415,1530,29473,font_heading,font_heading,0.04
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2017,2018,0.8686,29473,24995,font_heading,font_heading,0.8736
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2018,2019,0.7382,24995,14730,font_heading,font_heading,0.7478
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2019,2020,0.7431,14730,15282,font_heading,font_heading,0.747
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2020,2021,0.2763,15282,226,font_heading,font_heading,0.2825
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2021,2022,0.1628,226,18409,font_heading,font_heading,0.1662
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2022,2023,0.9019,18409,22117,font_heading,font_heading,0.9016
14176,Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,2023,2024,0.5553,22117,15608,font_heading,font_heading,0.5549
14311,COPEL,2010,2011,0.9493,22597,23152,font_heading,font_heading,0.9545
14311,COPEL,2011,2012,0.6178,23152,14455,font_heading,font_heading,0.6232
14311,COPEL,2012,2013,0.9167,14455,16863,font_heading,font_heading,0.9219
14311,COPEL,2013,2014,0.3633,16863,17799,font_heading,regex_only,0.3529
14311,COPEL,2014,2015,0.4928,17799,17420,regex_only,font_heading,0.4811
14311,COPEL,2015,2016,0.4433,17420,17398,font_heading,regex_only,0.4372
14311,COPEL,2016,2017,0.8622,17398,19354,regex_only,regex_only,0.8653
14311,COPEL,2017,2018,0.4709,19354,22622,regex_only,font_heading,0.4621
14311,COPEL,2018,2019,0.8739,22622,21372,font_heading,font_heading,0.8718
14311,COPEL,2019,2020,0.9681,21372,20763,font_heading,font_heading,0.9688
14311,COPEL,2020,2021,0.9561,20763,21909,font_heading,font_heading,0.9612
14311,COPEL,2021,2023,0.9214,21909,25112,font_heading,font_heading,0.9294
14311,COPEL,2023,2024,0.4575,25112,2548,font_heading,font_heading,0.4556
14320,USIMINAS,2010,2011,0.909,13134,13455,font_heading,font_heading,0.9205
14320,USIMINAS,2011,2012,0.9567,13455,12313,font_heading,font_heading,0.9581
14320,USIMINAS,2012,2013,0.9657,12313,12879,font_heading,font_heading,0.9637
14320,USIMINAS,2013,2014,0.8848,12879,8801,font_heading,font_heading,0.885
14320,USIMINAS,2014,2015,0.9306,8801,8699,font_heading,font_heading,0.9294
14320,USIMINAS,2015,2016,0.7324,8699,10028,font_heading,font_heading,0.725
14320,USIMINAS,2016,2017,0.7191,10028,12194,font_heading,font_heading,0.7247
14320,USIMINAS,2017,2018,0.6673,12194,7252,font_heading,font_heading,0.672
14320,USIMINAS,2018,2019,0.7646,7252,8049,font_heading,font_heading,0.7568
14320,USIMINAS,2019,2020,0.6828,8049,4754,font_heading,font_heading,0.6912
14320,USIMINAS,2020,2021,0.9785,4754,4363,font_heading,font_heading,0.9787
14320,USIMINAS,2021,2022,0.9314,4363,4446,font_heading,font_heading,0.9325
14320,USIMINAS,2022,2023,0.9889,4446,4175,font_heading,font_heading,0.9889
14320,USIMINAS,2023,2024,0.8155,4175,6498,font_heading,font_heading,0.8151
14443,SABESP,2010,2011,0.0123,206,23155,font_heading,font_heading,0.0146
14443,SABESP,2011,2012,0.4334,23155,17500,font_heading,regex_only,0.466
14443,SABESP,2012,2013,0.2596,17500,5165,regex_only,font_heading,0.2643
14443,SABESP,2013,2014,0.314,5165,29700,font_heading,font_heading,0.3115
14443,SABESP,2014,2015,0.9322,29700,30275,font_heading,font_heading,0.9332
14443,SABESP,2015,2016,0.9657,30275,31964,font_heading,font_heading,0.9656
14443,SABESP,2016,2017,0.9547,31964,35028,font_heading,font_heading,0.955
14443,SABESP,2017,2018,0.9893,35028,34617,font_heading,font_heading,0.9893
14443,SABESP,2018,2019,0.841,34617,18892,font_heading,font_heading,0.8421
14443,SABESP,2019,2020,0.16,18892,16704,font_heading,regex_only,0.1642
14443,SABESP,2020,2021,0.116,16704,18283,regex_only,font_heading,0.1156
14443,SABESP,2021,2022,0.9563,18283,20046,font_heading,font_heading,0.9565
14443,SABESP,2022,2023,0.9695,20046,18555,font_heading,font_heading,0.9698
14443,SABESP,2023,2024,0.9274,18555,22572,font_heading,font_heading,0.9275
14460,CYRELA REALT,2010,2011,0.0633,7047,962,font_heading,font_heading,0.0961
14460,CYRELA REALT,2011,2012,0.0633,962,10461,font_heading,font_heading,0.0695
14460,CYRELA REALT,2012,2013,0.9293,10461,8906,font_heading,font_heading,0.9318
14460,CYRELA REALT,2013,2014,0.9151,8906,10224,font_heading,font_heading,0.9211
14460,CYRELA REALT,2014,2015,0.2807,10224,98953,font_heading,font_heading,0.2751
14460,CYRELA REALT,2015,2016,0.3196,98953,8306,font_heading,font_heading,0.3111
14460,CYRELA REALT,2016,2017,0.7692,8306,6450,font_heading,font_heading,0.8098
14460,CYRELA REALT,2017,2018,0.6991,6450,7697,font_heading,font_heading,0.7037
14460,CYRELA REALT,2018,2019,0.9542,7697,7233,font_heading,font_heading,0.9505
14460,CYRELA REALT,2019,2020,0.1181,7233,8375,font_heading,regex_only,0.1194
14460,CYRELA REALT,2020,2021,0.8587,8375,7038,regex_only,regex_only,0.8597
14460,CYRELA REALT,2021,2022,0.9546,7038,7433,regex_only,regex_only,0.9628
14460,CYRELA REALT,2022,2023,0.0368,7433,628,regex_only,font_heading,0.0364
14460,CYRELA REALT,2023,2024,0.0345,628,7813,font_heading,regex_only,0.0344
14621,NET Servicos de Comunicacao SA,2010,2011,0.0977,1803,4168,font_heading,regex_only,0.099
14621,NET Servicos de Comunicacao SA,2011,2012,0.0764,4168,1401,regex_only,font_heading,0.0776
14621,NET Servicos de Comunicacao SA,2012,2013,0.4557,1401,2160,font_heading,font_heading,0.4864
14761,Cia Hering,2010,2011,0.5705,3563,4711,font_heading,font_heading,0.5892
14761,Cia Hering,2011,2012,0.5662,4711,2599,font_heading,font_heading,0.5778
14761,Cia Hering,2012,2013,0.651,2599,1819,font_heading,font_heading,0.6575
14761,Cia Hering,2013,2014,0.7864,1819,1379,font_heading,font_heading,0.7917
14761,Cia Hering,2014,2015,0.4719,1379,822,font_heading,font_heading,0.4763
14761,Cia Hering,2015,2017,0.2325,822,1152,font_heading,font_heading,0.233
14761,Cia Hering,2017,2018,0.314,1152,226,font_heading,font_heading,0.2996
14761,Cia Hering,2018,2020,0.0808,226,50769,font_heading,font_heading,0.0852
14826,Companhia Brasileira de Distribuição (GPA),2010,2011,0.7936,17082,14715,font_heading,font_heading,0.7962
14826,Companhia Brasileira de Distribuição (GPA),2011,2012,0.3816,14715,86455,font_heading,font_heading,0.397
14826,Companhia Brasileira de Distribuição (GPA),2012,2013,0.4342,86455,10901,font_heading,font_heading,0.4381
14826,Companhia Brasileira de Distribuição (GPA),2013,2014,0.8006,10901,6168,font_heading,font_heading,0.8073
14826,Companhia Brasileira de Distribuição (GPA),2014,2015,0.9108,6168,7026,font_heading,font_heading,0.9128
14826,Companhia Brasileira de Distribuição (GPA),2015,2016,0.8073,7026,8890,font_heading,font_heading,0.7982
14826,Companhia Brasileira de Distribuição (GPA),2016,2017,0.889,8890,8070,font_heading,font_heading,0.8929
14826,Companhia Brasileira de Distribuição (GPA),2017,2018,0.8889,8070,8590,font_heading,font_heading,0.9026
14826,Companhia Brasileira de Distribuição (GPA),2018,2019,0.7688,8590,10314,font_heading,font_heading,0.7695
14826,Companhia Brasileira de Distribuição (GPA),2019,2020,0.0432,10314,1093,font_heading,regex_only,0.0442
14826,Companhia Brasileira de Distribuição (GPA),2020,2021,0.0678,1093,6845,regex_only,font_heading,0.069
14826,Companhia Brasileira de Distribuição (GPA),2021,2022,0.936,6845,7065,font_heading,font_heading,0.9363
14826,Companhia Brasileira de Distribuição (GPA),2022,2024,0.8372,7065,9344,font_heading,font_heading,0.8358
15253,ENERGISA,2010,2011,0.0731,2878,366,font_heading,font_heading,0.0903
15253,ENERGISA,2011,2012,0.0492,366,28065,font_heading,font_heading,0.0543
15253,ENERGISA,2012,2014,0.2814,28065,18081,font_heading,regex_only,0.3122
15253,ENERGISA,2014,2015,0.3431,18081,34472,regex_only,font_heading,0.3555
15253,ENERGISA,2015,2016,0.9684,34472,34892,font_heading,font_heading,0.9663
15253,ENERGISA,2016,2017,0.937,34892,39827,font_heading,font_heading,0.9353
15253,ENERGISA,2017,2018,0.9344,39827,34264,font_heading,font_heading,0.9335
15253,ENERGISA,2018,2019,0.4722,34264,12980,font_heading,font_heading,0.4784
15253,ENERGISA,2019,2020,0.7599,12980,16257,font_heading,font_heading,0.7558
15253,ENERGISA,2020,2021,0.9507,16257,16193,font_heading,font_heading,0.949
15253,ENERGISA,2021,2022,0.9429,16193,19696,font_heading,font_heading,0.9475
15253,ENERGISA,2022,2023,0.8064,19696,18983,font_heading,font_heading,0.8093
15253,ENERGISA,2023,2024,0.9176,18983,17850,font_heading,font_heading,0.918
15539,Neoenergia SA,2010,2011,0.9612,24451,23444,font_heading,font_heading,0.9612
15539,Neoenergia SA,2011,2012,0.8984,23444,29599,font_heading,font_heading,0.9026
15539,Neoenergia SA,2012,2013,0.0204,29599,1388,font_heading,regex_only,0.0214
15539,Neoenergia SA,2013,2014,0.2492,1388,6715,regex_only,regex_only,0.2628
15539,Neoenergia SA,2014,2015,0.0248,6715,4423,regex_only,font_heading,0.0263
15539,Neoenergia SA,2015,2016,0.7851,4423,4606,font_heading,font_heading,0.7869
15539,Neoenergia SA,2016,2017,0.2185,4606,30585,font_heading,regex_only,0.2152
15539,Neoenergia SA,2017,2018,0.3962,30585,116319,regex_only,font_heading,0.3895
15539,Neoenergia SA,2018,2019,0.2234,116319,2864,font_heading,font_heading,0.2231
15539,Neoenergia SA,2019,2020,0.1465,2864,6335,font_heading,font_heading,0.1525
15539,Neoenergia SA,2020,2021,0.8833,6335,7187,font_heading,font_heading,0.8858
15539,Neoenergia SA,2021,2022,0.6213,7187,14041,font_heading,font_heading,0.6232
15539,Neoenergia SA,2022,2023,0.2179,14041,1153,font_heading,font_heading,0.2219
15539,Neoenergia SA,2023,2024,0.8833,1153,1149,font_heading,font_heading,0.8836
15539,Neoenergia SA,2024,2025,1.0,1149,1059,font_heading,font_heading,1.0
15636,Cia de Gas de Sao Paulo SA,2010,2011,0.8402,4013,5685,font_heading,font_heading,0.8451
15636,Cia de Gas de Sao Paulo SA,2011,2012,0.8949,5685,6416,font_heading,font_heading,0.9053
15636,Cia de Gas de Sao Paulo SA,2012,2013,0.8941,6416,8323,font_heading,font_heading,0.8912
15636,Cia de Gas de Sao Paulo SA,2013,2014,0.7067,8323,6858,font_heading,font_heading,0.7086
15636,Cia de Gas de Sao Paulo SA,2014,2015,0.8746,6858,8425,font_heading,font_heading,0.8769
15636,Cia de Gas de Sao Paulo SA,2015,2016,0.9576,8425,9967,font_heading,font_heading,0.9573
15636,Cia de Gas de Sao Paulo SA,2016,2017,0.4548,9967,49340,font_heading,font_heading,0.4489
15636,Cia de Gas de Sao Paulo SA,2017,2018,0.1441,49340,679,font_heading,font_heading,0.1344
15636,Cia de Gas de Sao Paulo SA,2018,2019,0.9084,679,977,font_heading,font_heading,0.9102
15636,Cia de Gas de Sao Paulo SA,2019,2020,0.3401,977,5877,font_heading,font_heading,0.3387
15636,Cia de Gas de Sao Paulo SA,2020,2021,0.6877,5877,4232,font_heading,font_heading,0.6954
15636,Cia de Gas de Sao Paulo SA,2021,2022,0.123,4232,13624,font_heading,regex_only,0.1162
15636,Cia de Gas de Sao Paulo SA,2022,2023,0.0623,13624,496,regex_only,regex_only,0.0542
15636,Cia de Gas de Sao Paulo SA,2023,2024,0.0505,496,12676,regex_only,regex_only,0.0448
15636,Cia de Gas de Sao Paulo SA,2024,2025,0.1857,12676,17177,regex_only,font_heading,0.1857
16101,Gafisa S.A.,2010,2011,0.8007,13136,13988,font_heading,font_heading,0.8141
16101,Gafisa S.A.,2011,2012,0.7964,13988,21045,font_heading,font_heading,0.8075
16101,Gafisa S.A.,2012,2013,0.8066,21045,14072,font_heading,font_heading,0.8201
16101,Gafisa S.A.,2013,2014,0.8517,14072,11422,font_heading,font_heading,0.8565
16101,Gafisa S.A.,2014,2015,0.9208,11422,9999,font_heading,font_heading,0.9192
16101,Gafisa S.A.,2015,2016,0.8959,9999,9460,font_heading,font_heading,0.8926
16101,Gafisa S.A.,2016,2017,0.9155,9460,9321,font_heading,font_heading,0.9165
16101,Gafisa S.A.,2017,2018,0.9108,9321,10509,font_heading,font_heading,0.9103
16101,Gafisa S.A.,2018,2019,0.9112,10509,7976,font_heading,font_heading,0.9146
16101,Gafisa S.A.,2019,2020,0.9114,7976,9382,font_heading,font_heading,0.9142
16101,Gafisa S.A.,2020,2021,0.9081,9382,9858,font_heading,font_heading,0.9105
16101,Gafisa S.A.,2021,2022,0.8718,9858,8175,font_heading,font_heading,0.8739
16101,Gafisa S.A.,2022,2023,0.8698,8175,8508,font_heading,font_heading,0.8696
16101,Gafisa S.A.,2023,2024,0.8615,8508,7299,font_heading,font_heading,0.8612
16292,BRF S.A.,2010,2011,0.209,12631,18057,font_heading,regex_only,0.225
16292,BRF S.A.,2011,2012,0.1964,18057,12616,regex_only,font_heading,0.2066
16292,BRF S.A.,2012,2013,0.8043,12616,14027,font_heading,font_heading,0.8028
16292,BRF S.A.,2013,2014,0.9309,14027,13185,font_heading,font_heading,0.9317
16292,BRF S.A.,2014,2015,0.944,13185,14058,font_heading,font_heading,0.9384
16292,BRF S.A.,2015,2016,0.9444,14058,16252,font_heading,font_heading,0.945
16292,BRF S.A.,2016,2017,0.9665,16252,17315,font_heading,font_heading,0.9747
16292,BRF S.A.,2017,2018,0.8799,17315,21724,font_heading,font_heading,0.8808
16292,BRF S.A.,2018,2019,0.0821,21724,578,font_heading,font_heading,0.0806
16292,BRF S.A.,2019,2020,0.038,578,4833,font_heading,regex_only,0.037
16292,BRF S.A.,2020,2021,0.8175,4833,5457,regex_only,regex_only,0.8334
16292,BRF S.A.,2021,2022,0.8395,5457,4879,regex_only,regex_only,0.8396
16292,BRF S.A.,2022,2023,0.0766,4879,7521,regex_only,font_heading,0.076
16292,BRF S.A.,2023,2024,0.9411,7521,7917,font_heading,font_heading,0.9413
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2010,2011,0.0721,7644,480,font_heading,regex_only,0.079
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2011,2012,0.1013,480,10716,regex_only,font_heading,0.1097
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2012,2013,0.6749,10716,5650,font_heading,font_heading,0.6717
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2013,2014,0.7588,5650,10127,font_heading,font_heading,0.7668
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2014,2015,0.6169,10127,7447,font_heading,font_heading,0.6209
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2015,2016,0.1957,7447,2722,font_heading,font_heading,0.1909
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2016,2017,0.0943,2722,351,font_heading,font_heading,0.0824
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2017,2018,0.3569,351,2317,font_heading,font_heading,0.3506
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2018,2019,0.3569,2317,342,font_heading,font_heading,0.3474
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2019,2020,1.0,342,330,font_heading,font_heading,1.0
16306,Rossi Residencial S.A. - Em Recuperação Judicial,2020,2021,0.1621,330,6777,font_heading,font_heading,0.1498
