cd_cvm,name,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,cd_cvm_int
017914,Massa Falida da MMX Mineração e Metálicos S.A.,2013,2014,0.5245,6043,1649,font_heading,font_heading,17914
017914,Massa Falida da MMX Mineração e Metálicos S.A.,2014,2015,0.8652,1649,1008,font_heading,font_heading,17914
017973,COGNA ON,2013,2014,0.5463,4153,7624,font_heading,font_heading,17973
017973,COGNA ON,2014,2015,0.6802,7624,4975,font_heading,font_heading,17973
018112,Cia de Bebidas das Americas-Ambev,2010,2011,0.6668,7608,4698,font_heading,font_heading,18112
018112,Cia de Bebidas das Americas-Ambev,2011,2012,0.7992,4698,3427,font_heading,font_heading,18112
018350,AES Tiete SA,2010,2012,0.5293,5353,6396,font_heading,font_heading,18350
018350,AES Tiete SA,2012,2013,0.9106,6396,8936,font_heading,font_heading,18350
018350,AES Tiete SA,2013,2014,0.9493,8936,10457,font_heading,font_heading,18350
018376,ISA ENERGIA,2012,2013,0.8124,17636,13921,font_heading,font_heading,18376
018376,ISA ENERGIA,2013,2014,0.9257,13921,12130,font_heading,font_heading,18376
018376,ISA ENERGIA,2014,2015,0.9295,12130,11348,font_heading,font_heading,18376
018465,ULTRAPAR,2010,2011,0.8541,15528,14492,font_heading,font_heading,18465
018465,ULTRAPAR,2013,2014,0.9427,19898,17312,font_heading,font_heading,18465
018465,ULTRAPAR,2014,2015,0.9465,17312,16113,font_heading,font_heading,18465
018627,Cia. de Saneamento do Paraná (Sanepar),2012,2013,0.0682,373,14723,font_heading,font_heading,18627
018660,CPFL ENERGIA,2010,2011,0.5971,458,829,font_heading,font_heading,18660
018660,CPFL ENERGIA,2011,2012,0.7549,829,2420,font_heading,font_heading,18660
018660,CPFL ENERGIA,2012,2013,0.8187,2420,4436,font_heading,font_heading,18660
018660,CPFL ENERGIA,2013,2014,0.8293,4436,3403,font_heading,font_heading,18660
018660,CPFL ENERGIA,2014,2015,0.9107,3403,4678,font_heading,font_heading,18660
018724,BRADESPAR,2010,2011,0.4666,7934,2379,font_heading,font_heading,18724
018724,BRADESPAR,2011,2012,0.907,2379,1976,font_heading,font_heading,18724
018724,BRADESPAR,2012,2013,0.9396,1976,2862,font_heading,font_heading,18724
018724,BRADESPAR,2013,2014,0.8728,2862,1956,font_heading,font_heading,18724
018724,BRADESPAR,2014,2015,0.6353,1956,1654,font_heading,font_heading,18724
018821,MOTIVA SA,2010,2011,0.6744,25484,40609,font_heading,font_heading,18821
018821,MOTIVA SA,2013,2014,0.9757,9556,9391,font_heading,font_heading,18821
018821,MOTIVA SA,2014,2015,0.9381,9391,9423,font_heading,font_heading,18821
018961,Anhanguera Educacional Participacoes S/A,2010,2011,0.8601,7318,9695,font_heading,font_heading,18961
018961,Anhanguera Educacional Participacoes S/A,2011,2012,0.9057,9695,9341,font_heading,font_heading,18961
018961,Anhanguera Educacional Participacoes S/A,2012,2013,0.9692,9341,10159,font_heading,font_heading,18961
018970,AES Tiete Energia SA,2010,2011,0.9261,21324,17273,font_heading,font_heading,18970
018970,AES Tiete Energia SA,2011,2012,0.8438,17273,23970,font_heading,font_heading,18970
018970,AES Tiete Energia SA,2012,2013,0.9736,23970,21373,font_heading,font_heading,18970
018970,AES Tiete Energia SA,2013,2014,0.9887,21373,24916,font_heading,font_heading,18970
018970,AES Tiete Energia SA,2014,2015,0.2276,24916,105048,font_heading,font_heading,18970
018970,AES Tiete Energia SA,2015,2016,0.9141,105048,111518,font_heading,font_heading,18970
018970,AES Tiete Energia SA,2019,2020,0.8016,18844,15938,font_heading,font_heading,18970
019445,COPASA,2010,2011,0.9812,17572,20361,font_heading,font_heading,19445
019445,COPASA,2011,2012,0.9584,20361,24805,font_heading,font_heading,19445
019445,COPASA,2012,2013,0.9548,24805,26143,font_heading,font_heading,19445
019445,COPASA,2013,2014,0.9416,26143,24595,font_heading,font_heading,19445
019445,COPASA,2014,2015,0.5592,24595,16283,font_heading,font_heading,19445
019453,Ecorodovias Infraestrutura e Logística S.A.,2011,2012,0.3528,12746,12126,font_heading,font_heading,19453
019453,Ecorodovias Infraestrutura e Logística S.A.,2012,2013,0.3003,12126,15705,font_heading,font_heading,19453
019453,Ecorodovias Infraestrutura e Logística S.A.,2013,2014,0.8276,15705,13159,font_heading,font_heading,19453
019453,Ecorodovias Infraestrutura e Logística S.A.,2014,2015,0.9071,13159,15235,font_heading,font_heading,19453
019550,NATURA,2013,2014,0.7552,4171,9018,font_heading,font_heading,19550
019550,NATURA,2014,2015,0.9889,9018,9237,font_heading,font_heading,19550
019569,Gol Linhas Aéreas Inteligentes S.A.,2010,2011,0.803,14125,18663,font_heading,font_heading,19569
019569,Gol Linhas Aéreas Inteligentes S.A.,2011,2012,0.8072,18663,22460,font_heading,font_heading,19569
019569,Gol Linhas Aéreas Inteligentes S.A.,2012,2013,0.7723,22460,16187,font_heading,font_heading,19569
019569,Gol Linhas Aéreas Inteligentes S.A.,2013,2014,0.7852,16187,12215,font_heading,font_heading,19569
019569,Gol Linhas Aéreas Inteligentes S.A.,2014,2015,0.8646,12215,12418,font_heading,font_heading,19569
019615,Grendene SA,2011,2012,0.9449,4377,4654,font_heading,font_heading,19615
019615,Grendene SA,2012,2013,0.8184,4654,2755,font_heading,font_heading,19615
019615,Grendene SA,2013,2014,0.9829,2755,2857,font_heading,font_heading,19615
019615,Grendene SA,2016,2017,0.9511,52,38,font_heading,font_heading,19615
019615,Grendene SA,2017,2018,1.0,38,38,font_heading,font_heading,19615
019615,Grendene SA,2018,2019,0.0303,38,5572,font_heading,font_heading,19615
019615,Grendene SA,2019,2020,0.8196,5572,4671,font_heading,font_heading,19615
019623,Diagnósticos da América S.A. (Dasa),2010,2011,0.827,8700,8435,font_heading,font_heading,19623
019623,Diagnósticos da América S.A. (Dasa),2011,2012,0.8208,8435,10744,font_heading,font_heading,19623
019623,Diagnósticos da América S.A. (Dasa),2012,2013,0.9047,10744,11315,font_heading,font_heading,19623
019623,Diagnósticos da América S.A. (Dasa),2013,2014,0.949,11315,10153,font_heading,font_heading,19623
019623,Diagnósticos da América S.A. (Dasa),2014,2015,0.9304,10153,14621,font_heading,font_heading,19623
019739,LOCALIZA,2010,2011,0.9375,12373,16187,font_heading,font_heading,19739
019763,EDP Energias do Brasil S/A,2010,2011,0.8657,69988,64535,font_heading,font_heading,19763
019763,EDP Energias do Brasil S/A,2011,2012,0.5177,64535,177605,font_heading,font_heading,19763
019763,EDP Energias do Brasil S/A,2012,2013,0.847,177605,173652,font_heading,font_heading,19763
019763,EDP Energias do Brasil S/A,2013,2014,0.087,173652,981,font_heading,font_heading,19763
019763,EDP Energias do Brasil S/A,2014,2015,0.4296,981,687,font_heading,font_heading,19763
019771,Arteris SA,2010,2012,0.6682,8319,13344,font_heading,font_heading,19771
019771,Arteris SA,2012,2013,0.9108,13344,18273,font_heading,font_heading,19771
019771,Arteris SA,2013,2014,0.759,18273,10144,font_heading,font_heading,19771
019771,Arteris SA,2014,2015,0.0,10144,257,font_heading,font_heading,19771
019771,Arteris SA,2015,2016,0.1122,257,12330,font_heading,font_heading,19771
019771,Arteris SA,2016,2017,0.1122,12330,257,font_heading,font_heading,19771
019771,Arteris SA,2017,2018,0.0788,257,14771,font_heading,font_heading,19771
019771,Arteris SA,2018,2019,0.9109,14771,15344,font_heading,font_heading,19771
019771,Arteris SA,2019,2020,0.7482,15344,24190,font_heading,font_heading,19771
019771,Arteris SA,2020,2021,0.8193,24190,10435,font_heading,font_heading,19771
019771,Arteris SA,2021,2022,0.9047,10435,7520,font_heading,font_heading,19771
019771,Arteris SA,2022,2023,0.5177,7520,25076,font_heading,font_heading,19771
019771,Arteris SA,2023,2024,0.985,25076,26850,font_heading,font_heading,19771
019771,Arteris SA,2024,2025,0.6969,26850,51393,font_heading,font_heading,19771
019836,COSAN,2011,2012,0.8011,7137,6857,font_heading,font_heading,19836
019836,COSAN,2012,2013,0.5779,6857,8130,font_heading,font_heading,19836
019836,COSAN,2013,2014,0.9234,8130,7553,font_heading,font_heading,19836
019836,COSAN,2014,2015,0.3727,7553,43724,font_heading,font_heading,19836
019879,Light S.A. - Em Recuperação Judicial,2010,2011,0.6361,7034,13937,font_heading,font_heading,19879
019879,Light S.A. - Em Recuperação Judicial,2011,2012,0.9569,13937,16109,font_heading,font_heading,19879
019879,Light S.A. - Em Recuperação Judicial,2012,2013,0.9082,16109,15364,font_heading,font_heading,19879
019879,Light S.A. - Em Recuperação Judicial,2013,2014,0.6667,15364,18475,font_heading,font_heading,19879
019879,Light S.A. - Em Recuperação Judicial,2014,2015,0.8273,18475,22253,font_heading,font_heading,19879
019909,BR Malls Participações S.A.,2010,2011,0.8615,81121,97376,font_heading,font_heading,19909
019909,BR Malls Participações S.A.,2011,2013,0.5914,97376,16227,font_heading,font_heading,19909
019909,BR Malls Participações S.A.,2013,2014,0.8888,16227,23660,font_heading,font_heading,19909
019909,BR Malls Participações S.A.,2014,2015,0.1527,23660,168,font_heading,font_heading,19909
019925,BR Properties S.A.,2010,2011,0.7507,3322,8433,font_heading,font_heading,19925
019925,BR Properties S.A.,2011,2012,0.625,8433,18497,font_heading,font_heading,19925
019925,BR Properties S.A.,2012,2013,0.9035,18497,20364,font_heading,font_heading,19925
019925,BR Properties S.A.,2013,2014,0.9438,20364,14647,font_heading,font_heading,19925
019925,BR Properties S.A.,2014,2015,0.2837,14647,6506,font_heading,font_heading,19925
019992,TOTVS,2010,2011,0.3887,22726,3382,font_heading,font_heading,19992
019992,TOTVS,2011,2012,0.1145,3382,2066,font_heading,font_heading,19992
019992,TOTVS,2012,2013,1.0,2066,2065,font_heading,font_heading,19992
019992,TOTVS,2013,2014,0.1909,2065,9106,font_heading,font_heading,19992
019992,TOTVS,2014,2015,0.6708,9106,6249,font_heading,font_heading,19992
020010,EQUATORIAL,2010,2011,0.7453,25002,16655,font_heading,font_heading,20010
020010,EQUATORIAL,2011,2012,0.3463,16655,75424,font_heading,font_heading,20010
020010,EQUATORIAL,2012,2013,0.4694,75424,11423,font_heading,font_heading,20010
020010,EQUATORIAL,2013,2014,0.6935,11423,8929,font_heading,font_heading,20010
020010,EQUATORIAL,2014,2015,0.3552,8929,2225,font_heading,font_heading,20010
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2010,2011,0.3049,213,311,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2011,2012,1.0,311,311,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2012,2013,0.9686,311,285,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2013,2014,0.9805,285,280,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2014,2015,0.9337,280,298,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2015,2016,1.0,298,298,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2016,2017,0.0126,298,7029,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2017,2018,0.9084,7029,14013,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2018,2019,0.8691,14013,4745,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2019,2020,0.7981,4745,1285,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2020,2021,0.9803,1285,1238,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2021,2022,0.7156,1238,7571,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2022,2023,0.9624,7571,11260,font_heading,font_heading,20028
020028,Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,2023,2024,0.9482,11260,9561,font_heading,font_heading,20028
020060,Lupatech S/A,2010,2011,0.889,6066,7876,font_heading,font_heading,20060
020060,Lupatech S/A,2011,2012,0.8012,7876,8283,font_heading,font_heading,20060
020060,Lupatech S/A,2017,2018,0.4637,5935,13076,font_heading,font_heading,20060
020060,Lupatech S/A,2018,2019,0.9827,13076,12593,font_heading,font_heading,20060
020060,Lupatech S/A,2019,2020,0.9769,12593,12443,font_heading,font_heading,20060
020060,Lupatech S/A,2020,2021,0.6303,12443,4484,font_heading,font_heading,20060
020060,Lupatech S/A,2021,2022,0.8807,4484,2740,font_heading,font_heading,20060
020060,Lupatech S/A,2022,2023,0.3062,2740,3723,font_heading,font_heading,20060
020060,Lupatech S/A,2023,2024,0.6535,3723,1739,font_heading,font_heading,20060
020060,Lupatech S/A,2024,2025,0.8779,1739,1194,font_heading,font_heading,20060
020087,EMBRAER,2012,2013,0.8946,7724,9633,font_heading,font_heading,20087
020087,EMBRAER,2013,2014,0.9483,9633,7851,font_heading,font_heading,20087
020087,EMBRAER,2014,2015,0.9651,7851,8764,font_heading,font_heading,20087
020168,Oleo e Gas Participacoes SA,2011,2012,0.8396,3514,9918,font_heading,font_heading,20168
020168,Oleo e Gas Participacoes SA,2012,2013,0.7587,9918,10928,font_heading,font_heading,20168
020168,Oleo e Gas Participacoes SA,2013,2014,0.1993,10928,460,font_heading,font_heading,20168
020168,Oleo e Gas Participacoes SA,2014,2015,0.1985,460,661,font_heading,font_heading,20168
020168,Oleo e Gas Participacoes SA,2015,2016,0.2182,661,223,font_heading,font_heading,20168
020168,Oleo e Gas Participacoes SA,2016,2017,0.9813,223,204,font_heading,font_heading,20168
020184,CCX Carvao da Colombia SA,2012,2013,0.7757,4445,2804,font_heading,font_heading,20184
020184,CCX Carvao da Colombia SA,2013,2014,0.7564,2804,1768,font_heading,font_heading,20184
020184,CCX Carvao da Colombia SA,2014,2015,0.0661,1768,3340,font_heading,font_heading,20184
020184,CCX Carvao da Colombia SA,2015,2016,1.0,3340,3334,font_heading,font_heading,20184
020257,TAESA,2010,2011,0.7354,18584,31856,font_heading,font_heading,20257
020257,TAESA,2011,2012,0.9138,31856,44992,font_heading,font_heading,20257
020257,TAESA,2012,2013,0.2113,44992,47,font_heading,font_heading,20257
020257,TAESA,2013,2014,1.0,47,47,font_heading,font_heading,20257
020257,TAESA,2014,2015,0.1086,47,17590,font_heading,font_heading,20257
020338,M Dias Branco SA,2010,2011,0.8723,6616,7722,font_heading,font_heading,20338
020338,M Dias Branco SA,2011,2012,0.1476,7722,2582,font_heading,font_heading,20338
020338,M Dias Branco SA,2012,2013,0.2835,2582,8141,font_heading,font_heading,20338
020338,M Dias Branco SA,2013,2014,0.7362,8141,6218,font_heading,font_heading,20338
020338,M Dias Branco SA,2014,2015,0.9806,6218,5869,font_heading,font_heading,20338
020338,M Dias Branco SA,2015,2016,0.9736,5869,5583,font_heading,font_heading,20338
020338,M Dias Branco SA,2016,2017,0.979,5583,5420,font_heading,font_heading,20338
020338,M Dias Branco SA,2017,2018,0.7321,5420,9203,font_heading,font_heading,20338
020338,M Dias Branco SA,2018,2019,0.8904,9203,7664,font_heading,font_heading,20338
020338,M Dias Branco SA,2019,2020,0.8097,7664,9265,font_heading,font_heading,20338
020338,M Dias Branco SA,2020,2021,0.7771,9265,16320,font_heading,font_heading,20338
020338,M Dias Branco SA,2021,2022,0.8432,16320,14977,font_heading,font_heading,20338
020338,M Dias Branco SA,2022,2023,0.7089,14977,8320,font_heading,font_heading,20338
020338,M Dias Branco SA,2023,2024,0.9849,8320,8329,font_heading,font_heading,20338
020338,M Dias Branco SA,2024,2025,0.5177,8329,11766,font_heading,font_heading,20338
020435,Tecnisa SA,2010,2011,0.4519,37095,7637,font_heading,font_heading,20435
020435,Tecnisa SA,2011,2012,0.9477,7637,8223,font_heading,font_heading,20435
020435,Tecnisa SA,2012,2013,0.8465,8223,5332,font_heading,font_heading,20435
020435,Tecnisa SA,2013,2014,0.8184,5332,6062,font_heading,font_heading,20435
020435,Tecnisa SA,2014,2015,0.9572,6062,5635,font_heading,font_heading,20435
020435,Tecnisa SA,2015,2016,0.865,5635,4155,font_heading,font_heading,20435
020435,Tecnisa SA,2016,2017,0.9353,4155,4596,font_heading,font_heading,20435
020435,Tecnisa SA,2017,2018,0.8683,4596,4533,font_heading,font_heading,20435
020435,Tecnisa SA,2018,2019,0.823,4533,5237,font_heading,font_heading,20435
020435,Tecnisa SA,2019,2021,0.6168,5237,8836,font_heading,font_heading,20435
020435,Tecnisa SA,2021,2022,0.8526,8836,6861,font_heading,font_heading,20435
020435,Tecnisa SA,2022,2023,0.5603,6861,11705,font_heading,font_heading,20435
020435,Tecnisa SA,2023,2024,0.8504,11705,11574,font_heading,font_heading,20435
020435,Tecnisa SA,2024,2025,0.7674,11574,15048,font_heading,font_heading,20435
020478,PDG Realty S.A. Empreendimentos e Participações,2010,2011,0.2233,2202,72618,font_heading,font_heading,20478
020478,PDG Realty S.A. Empreendimentos e Participações,2011,2012,0.9003,72618,80121,font_heading,font_heading,20478
020478,PDG Realty S.A. Empreendimentos e Participações,2012,2013,0.2427,80121,1609,font_heading,font_heading,20478
020478,PDG Realty S.A. Empreendimentos e Participações,2013,2014,0.4827,1609,2674,font_heading,font_heading,20478
020478,PDG Realty S.A. Empreendimentos e Participações,2014,2015,0.9674,2674,2925,font_heading,font_heading,20478
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),2013,2014,0.8015,36475,22166,font_heading,font_heading,20494
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),2014,2015,0.9533,22166,23831,font_heading,font_heading,20494
020516,São Martinho S.A.,2011,2012,0.7795,8940,11545,font_heading,font_heading,20516
020516,São Martinho S.A.,2012,2013,0.5692,11545,12036,font_heading,font_heading,20516
020516,São Martinho S.A.,2013,2014,0.1585,12036,8455,font_heading,font_heading,20516
020516,São Martinho S.A.,2014,2015,0.3014,8455,3661,font_heading,font_heading,20516
020524,Even Construtora e Incorporadora S/A,2010,2011,0.812,4940,6533,font_heading,font_heading,20524
020524,Even Construtora e Incorporadora S/A,2011,2012,0.8825,6533,6065,font_heading,font_heading,20524
020524,Even Construtora e Incorporadora S/A,2012,2013,0.8455,6065,4241,font_heading,font_heading,20524
020524,Even Construtora e Incorporadora S/A,2013,2014,0.9537,4241,4435,font_heading,font_heading,20524
020575,JBS S/A,2019,2020,0.9847,30160,30484,font_heading,font_heading,20575
020575,JBS S/A,2020,2021,0.9043,30484,23265,font_heading,font_heading,20575
020575,JBS S/A,2021,2022,0.8774,23265,28099,font_heading,font_heading,20575
020575,JBS S/A,2022,2023,0.9765,28099,26269,font_heading,font_heading,20575
020605,JHSF Participações S.A.,2010,2011,0.8455,6254,7407,font_heading,font_heading,20605
020605,JHSF Participações S.A.,2011,2012,0.8778,7407,7572,font_heading,font_heading,20605
020605,JHSF Participações S.A.,2012,2013,0.7873,7572,7603,font_heading,font_heading,20605
020605,JHSF Participações S.A.,2013,2014,0.9111,7603,6512,font_heading,font_heading,20605
020605,JHSF Participações S.A.,2014,2015,0.7237,6512,5280,font_heading,font_heading,20605
020621,Fertilizantes Heringer SA,2010,2011,0.9509,2417,2414,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2011,2012,0.6865,2414,6256,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2012,2013,0.8613,6256,6990,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2013,2014,0.8106,6990,5425,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2014,2015,0.9615,5425,5744,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2015,2016,0.9029,5744,4616,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2016,2017,0.8602,4616,4240,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2017,2018,0.9652,4240,4766,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2018,2019,0.7464,4766,4338,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2019,2020,0.731,4338,3653,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2020,2021,0.5356,3653,4932,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2021,2022,0.7835,4932,3495,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2022,2023,0.6976,3495,2394,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2023,2024,0.8059,2394,2240,font_heading,font_heading,20621
020621,Fertilizantes Heringer SA,2024,2025,0.9107,2240,2129,font_heading,font_heading,20621
020702,Viver Incorporadora e Construtora SA,2010,2011,0.7923,6343,7723,font_heading,font_heading,20702
020702,Viver Incorporadora e Construtora SA,2011,2012,0.6768,7723,10500,font_heading,font_heading,20702
020702,Viver Incorporadora e Construtora SA,2012,2013,0.7901,10500,11705,font_heading,font_heading,20702
020702,Viver Incorporadora e Construtora SA,2013,2014,0.9317,11705,10586,font_heading,font_heading,20702
020702,Viver Incorporadora e Construtora SA,2014,2015,0.9643,10586,9674,font_heading,font_heading,20702
020702,Viver Incorporadora e Construtora SA,2015,2016,0.441,9674,90666,font_heading,font_heading,20702
020702,Viver Incorporadora e Construtora SA,2016,2017,0.5233,90666,4949,font_heading,font_heading,20702
020702,Viver Incorporadora e Construtora SA,2017,2018,0.2288,4949,6762,font_heading,font_heading,20702
020702,Viver Incorporadora e Construtora SA,2023,2024,0.9702,3906,4107,font_heading,font_heading,20702
020745,SLC AGRICOLA,2012,2013,0.9532,5356,5332,font_heading,font_heading,20745
020745,SLC AGRICOLA,2013,2014,0.0318,5332,2365,font_heading,font_heading,20745
020745,SLC AGRICOLA,2014,2018,0.0376,2365,6303,font_heading,font_heading,20745
020770,EZ Tec Empreendimentos e Participações S/A,2010,2011,0.9464,1856,1765,font_heading,font_heading,20770
020770,EZ Tec Empreendimentos e Participações S/A,2011,2012,0.9471,1765,2290,font_heading,font_heading,20770
020770,EZ Tec Empreendimentos e Participações S/A,2012,2013,0.9843,2290,2331,font_heading,font_heading,20770
020770,EZ Tec Empreendimentos e Participações S/A,2013,2014,0.1314,2331,902,font_heading,font_heading,20770
020770,EZ Tec Empreendimentos e Participações S/A,2014,2015,0.9156,902,1160,font_heading,font_heading,20770
020788,MARFRIG,2010,2011,0.9528,15665,15973,font_heading,font_heading,20788
020788,MARFRIG,2011,2012,0.9495,15973,19110,font_heading,font_heading,20788
020788,MARFRIG,2012,2013,0.6882,19110,14405,font_heading,font_heading,20788
020788,MARFRIG,2013,2014,0.8493,14405,16077,font_heading,font_heading,20788
020788,MARFRIG,2014,2015,0.9062,16077,16520,font_heading,font_heading,20788
020842,Magnesita Refratarios SA,2013,2014,0.7159,24895,10418,font_heading,font_heading,20842
020842,Magnesita Refratarios SA,2014,2016,0.3836,10418,3577,font_heading,font_heading,20842
020842,Magnesita Refratarios SA,2016,2017,0.8411,3577,4086,font_heading,font_heading,20842
020915,MRV,2010,2011,0.1379,7815,3805,font_heading,font_heading,20915
020915,MRV,2011,2012,0.4878,3805,13185,font_heading,font_heading,20915
020915,MRV,2012,2013,0.756,13185,10484,font_heading,font_heading,20915
020915,MRV,2013,2014,0.9593,10484,9162,font_heading,font_heading,20915
020915,MRV,2014,2015,0.9234,9162,10122,font_heading,font_heading,20915
020931,MINERVA,2010,2012,0.738,16079,9150,font_heading,font_heading,20931
020931,MINERVA,2012,2013,0.1402,9150,1702,font_heading,font_heading,20931
020931,MINERVA,2013,2014,0.1297,1702,11117,font_heading,font_heading,20931
020931,MINERVA,2014,2015,0.941,11117,11855,font_heading,font_heading,20931
020982,MULTIPLAN,2012,2013,0.2633,27052,3117,font_heading,font_heading,20982
020982,MULTIPLAN,2013,2014,0.1881,3117,22955,font_heading,font_heading,20982
020982,MULTIPLAN,2014,2015,0.966,22955,24248,font_heading,font_heading,20982
020990,Americanas S.A. - Em Recuperação Judicial,2010,2011,0.7328,18883,11758,font_heading,font_heading,20990
020990,Americanas S.A. - Em Recuperação Judicial,2011,2012,0.5768,11758,5899,font_heading,font_heading,20990
020990,Americanas S.A. - Em Recuperação Judicial,2012,2013,0.9419,5899,6165,font_heading,font_heading,20990
020990,Americanas S.A. - Em Recuperação Judicial,2013,2014,0.8429,6165,5292,font_heading,font_heading,20990
021016,YDUQS PART,2010,2011,0.5578,883,2003,font_heading,font_heading,21016
021016,YDUQS PART,2013,2014,0.9,4339,6137,font_heading,font_heading,21016
021016,YDUQS PART,2014,2015,0.8958,6137,8768,font_heading,font_heading,21016
021091,Dexco S.A. (formerly Duratex),2010,2011,0.5102,2788,18110,font_heading,font_heading,21091
021091,Dexco S.A. (formerly Duratex),2011,2012,0.9334,18110,19733,font_heading,font_heading,21091
021091,Dexco S.A. (formerly Duratex),2012,2013,0.9086,19733,22325,font_heading,font_heading,21091
021091,Dexco S.A. (formerly Duratex),2013,2014,0.8554,22325,37214,font_heading,font_heading,21091
021091,Dexco S.A. (formerly Duratex),2014,2015,0.8835,37214,43581,font_heading,font_heading,21091
021148,Construtora Tenda S/A,2010,2011,0.59,5719,6239,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2011,2012,0.7545,6239,8605,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2012,2013,0.7185,8605,5393,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2013,2014,0.8288,5393,6051,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2014,2015,0.8157,6051,5016,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2015,2016,0.707,5016,3066,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2016,2017,0.5659,3066,3619,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2017,2018,0.8697,3619,4165,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2018,2019,0.7288,4165,3312,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2019,2021,0.264,3312,3848,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2021,2022,0.6558,3848,7173,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2022,2023,0.9572,7173,7992,font_heading,font_heading,21148
021148,Construtora Tenda S/A,2023,2024,0.9758,7992,8322,font_heading,font_heading,21148
021180,Nexpe Participacoes SA,2019,2020,0.9259,4802,5998,font_heading,font_heading,21180
021180,Nexpe Participacoes SA,2020,2021,0.3657,5998,1382,font_heading,font_heading,21180
021180,Nexpe Participacoes SA,2021,2022,0.0541,1382,1087,font_heading,font_heading,21180
021180,Nexpe Participacoes SA,2022,2023,0.7869,1087,1102,font_heading,font_heading,21180
021180,Nexpe Participacoes SA,2023,2024,0.8546,1102,1660,font_heading,font_heading,21180
021237,ENEVA,2010,2011,0.7628,16674,19972,font_heading,font_heading,21237
021237,ENEVA,2011,2012,0.8263,19972,22846,font_heading,font_heading,21237
021237,ENEVA,2012,2013,0.6549,22846,31603,font_heading,font_heading,21237
021237,ENEVA,2013,2014,0.9402,31603,33021,font_heading,font_heading,21237
021237,ENEVA,2014,2015,0.7997,33021,23415,font_heading,font_heading,21237
021300,Aliansce Shopping Centers SA,2010,2011,0.6112,2456,2166,font_heading,font_heading,21300
021342,OSX Brasil SA,2010,2011,0.9247,5962,6150,font_heading,font_heading,21342
021342,OSX Brasil SA,2011,2012,0.898,6150,13144,font_heading,font_heading,21342
021342,OSX Brasil SA,2012,2013,0.9182,13144,14593,font_heading,font_heading,21342
021342,OSX Brasil SA,2013,2014,0.9535,14593,15457,font_heading,font_heading,21342
021342,OSX Brasil SA,2014,2015,0.8078,15457,11867,font_heading,font_heading,21342
021342,OSX Brasil SA,2015,2017,0.7992,11867,6731,font_heading,font_heading,21342
